id,dist,mag,absmag,spect,x,y,z
292977,71.4309,7.52,3.251,F7 V,31.632,55.541,-31.891
292982,115.7813,7.29,1.972,A 3 V,32.008,56.202,96.032
292985,154.0362,9.91,3.972,F8,75.218,132.08,24.982
293055,390.2946,8.38,0.423,K0,171.062,300.564,180.911
293058,199.2945,8.93,2.433,A 1 V,83.3523,146.4561,106.4017
293074,115.7906,7.08,1.762,A0,50.327,88.44,55.254
293078,168.4806,7.14,1.007,K0,56.3466,99.0213,124.1176
293102,124.3711,8.58,3.106,F5V,12.21,21.462,-121.895
293123,324.2265,9.38,1.826,F0,151.017,265.502,108.744
293152,518.9073,9.05,0.475,G8 III,161.571,284.12,-403.033
293161,139.4027,9.45,3.729,F5,57.693,101.461,76.225
293162,150.0547,9.34,3.459,F5,69.782,122.722,50.856
293200,133.9472,5.28,-0.355,B5 III/IV,66.171,116.405,-3.622
293226,144.6451,9.24,3.438,K2,55.807,98.184,90.375
293239,454.744,9.25,0.961,K0,222.694,391.863,-60.353
293245,236.6752,9.54,2.669,A9 V,116.908,205.7443,-4.105
293246,303.9131,10.8,3.386,F2,140.537,247.33,106.96
293255,407.1214,7.74,-0.309,K2,157.04,276.384,254.358
293291,167.0108,9.44,3.326,F8,52.215,91.924,129.291
293306,854.6422,7.04,-2.619,F9IB,248.886,438.217,690.243
293315,245.0594,9.77,2.824,A8/9 IV(W),117.513,206.919,-58.558
293332,207.6717,8.68,2.093,F3 V,48.207,84.897,-183.292
293351,562.5047,9.42,0.669,K0 III,242.475,427.096,-274.237
293360,326.6578,8.27,0.7,K0,69.788,122.935,294.486
293372,396.4966,8.01,0.019,K0,70.633,124.44,369.777
293396,671.0058,8.8,-0.334,G5,184.3439,324.8407,557.4441
293441,52.7328,8.11,4.5,F7 V,14.092,24.842,-44.329
293451,305.2459,8.75,1.327,K0,139.964,246.763,112.662
293467,159.2783,8.8,2.789,A3,55.995,98.738,111.736
293468,154.9124,5.67,-0.28,B 5 V,75.258,132.706,26.895
293470,105.1661,8.28,3.171,F8,50.372,88.825,25.152
293472,358.6514,9.28,1.507,B 9.5V,149.681,263.95,191.198
293544,153.1628,8.04,2.114,A0,47.8945,84.5098,118.4185
293548,83.831,7.65,3.033,F3 V,39.227,69.218,-26.416
293550,431.161,8.65,0.477,A0,210.712,371.812,57.06
293562,493.0869,9.34,0.875,K2 III,208.852,368.563,-252.343
293573,414.49,8.6,0.512,K1/2 III,87.741,154.849,-374.333
293583,130.9191,7.83,2.245,F8 V,60.456,106.713,-45.795
293629,114.0403,8.22,2.935,F0,36.178,63.883,87.266
293653,420.2035,9.03,0.913,K2,186.207,328.864,183.702
293655,270.5954,7.26,0.098,K2 III,124.453,219.8,-97.064
293686,193.1981,7.76,1.33,F2/3 II,60.529,106.924,-149.094
293709,1056.1639,8,-2.119,B3III+...,240.085,424.228,936.948
293710,407.5476,8.39,0.339,A0 V,162.188,286.586,-240.122
293733,133.4455,10.13,4.503,F8,62.217,109.954,42.976
293774,133.6584,8.54,2.91,F8 V,56.714,100.274,-67.774
293777,211.2755,9.56,2.936,F0 V,78.572,138.922,-138.436
293802,171.6246,9.44,3.267,G0,80.658,142.637,51.029
293808,601.0281,9.15,0.256,K5,290.092,513.038,117.785
293810,46.1718,6.73,3.408,G1/G2V,18.733,33.13,-26.14
293825,430.1574,8.45,0.282,G5,210.34,372.027,48.873
293839,357.3493,8.91,1.145,K0,124.91,220.955,251.545
293867,46.1055,9.2,5.881,K0 V,18.208,32.217,-27.5
293933,258.3082,8.68,1.619,F2,88.673,156.983,184.977
293964,424.4888,8.75,0.611,K0 III,123.809,219.241,-341.753
293980,112.6458,10.01,4.751,G0,55.201,97.78,9.002
293988,162.9395,8.35,2.29,A5 IV,80.099,141.892,0.229
294019,84.5622,7.82,3.184,F5V,38.417,68.078,32.255
294032,1872.5286,8.9,-2.462,B0.5V,544.087,964.245,1510.154
294041,336.2614,8.72,1.087,K1 III,164.769,292.038,-25.228
294055,412.9143,9.23,1.151,A0,99.313,176.032,360.066
294065,67.5131,7.73,3.583,F5/6 IV,33.158,58.778,-1.924
294131,784.3137,7.91,-1.562,B5,260.2093,461.505,578.3172
294152,61.3874,7.6,3.66,F8/G0 V,26.483,46.983,-29.321
294169,92.4273,8.79,3.961,G0,45.043,79.918,-11.274
294199,62.8097,8.32,4.33,G5,26.337,46.742,32.66
294226,239.2575,8.59,1.696,B9.5/A0 V,39.639,70.365,-225.215
294243,75.1253,9.57,5.191,G0,35.59,63.186,19.613
294252,26.0236,6.74,4.663,G2 V,6.1219,10.869,-22.8387
294261,190.7963,9.86,3.457,F5,65.022,115.458,137.276
294271,299.4158,9.19,1.809,F2...,97.551,173.23,223.886
294280,145.174,6.63,0.821,K0 III,14.039,24.932,-142.326
294285,357.4883,8.65,0.884,A0,149.558,265.628,186.74
294287,248.1191,10.03,3.057,F0,115.732,205.552,76.926
294301,229.8269,6.91,0.103,B8 II/III,112.493,199.82,15.421
294304,121.4992,7.71,2.287,A3,46.256,82.167,76.622
294330,289.0335,10.19,2.885,F0,140.637,249.865,36.457
294334,132.3707,7.91,2.301,F7/8 V,61.202,108.739,-44.183
294345,164.4277,8.7,2.62,F5 III/IV,79.0458,140.461,-32.5395
294380,147.5562,10,4.155,F8,72.137,128.207,11.485
294388,73.8382,10.67,6.329,K7,35.964,63.922,8.527
294403,75.8607,8.52,4.12,G0 V,29.153,51.822,-47.111
294449,803.5781,8.51,-1.015,B 6 V,330.655,588.039,436.595
294454,610.7578,8.6,-0.329,M0 III,172.766,307.269,-498.761
294459,18.707,5.38,4.02,F7/8 V,9.168,16.306,-0.088
294463,259.4539,7.4,0.33,K4 III,45.678,81.243,-242.135
294489,625.654,9.82,0.838,A 3 V,257.531,458.131,339.465
294498,129.7085,6.93,1.365,A0 V,63.549,113.06,-1.813
294499,109.2723,8.74,3.547,G0V:,51.702,91.984,28.396
294534,251.8824,8.28,1.274,G8III,68.315,121.566,209.761
294559,549.9346,9.57,0.868,K2,254.615,453.204,-179.459
294571,581.0541,8.57,-0.251,A 0 IV,231.977,412.938,336.59
294573,298.8961,10.6,3.222,A0,72.423,128.919,259.757
294574,182.3947,8.16,1.855,A0,80.345,143.022,79.732
294588,59.2175,7.4,3.538,F7 V,25.727,45.804,-27.329
294605,702.2938,7.55,-1.683,B 3 V,177.372,315.844,601.663
294615,181.2318,8.39,2.099,A2,60.521,107.777,132.538
294619,129.0056,7.95,2.397,F2/3 III,4.1361,7.3661,-128.7286
294633,636.9883,8.85,-0.171,K2 III,205.292,365.642,-479.495
294681,122.4134,6.9,1.461,K1 III,55.316,98.556,-47.032
294688,309.3185,8.05,0.598,K0 III,115.975,206.646,-198.809
294703,97.0844,9.67,4.734,G6 V,47.486,84.621,3.133
294740,350.41,8.44,0.717,F0 IV,92.2214,164.3824,-295.3994
294742,175.0455,8.42,2.204,F0 V,73.2251,130.5237,-90.7897
294797,1074.3121,8.14,-2.016,G0II,271.204,483.68,920.135
294808,528.178,8.33,-0.284,K5,130.969,233.592,-455.252
294823,355.58,7.97,0.215,K1 III,162.864,290.511,-124.563
294825,208.0046,7.69,1.1,F3 III,51.502,91.87,-179.369
294845,2777.7778,7.34,-4.878,B 0.5III,628.7718,1121.8252,2462.1548
294857,148.139,7.55,1.697,A3 V,55.637,99.276,-94.837
294883,354.7715,9.87,2.12,A 0 V,147.182,262.661,187.642
294910,98.5928,7.36,2.391,F0,47.702,85.148,13.96
294922,69.7598,8.12,3.902,G3 V,24.362,43.49,-48.802
294928,360.2954,8.61,0.827,K4 III,99.4753,177.5834,-297.2908
294931,180.9193,9.79,3.503,F5,86.681,154.748,35.655
294932,184.699,8.93,2.598,F5 V,90.261,161.141,-0.204
294936,282.2814,8.82,1.567,G0,121.282,216.524,134.502
294950,45.1846,6.91,3.635,F8,21.795,38.915,7.231
294954,360.8411,6.95,-0.837,K2 III,117.135,209.152,-269.706
295014,400.1774,10.09,2.079,A 2 V,160.855,287.339,227.385
295028,200.6824,9.07,2.557,F3 V,96.879,173.076,-30.539
295042,113.0739,9.04,3.773,G8 IV/V,53.308,95.242,-29.543
295043,409.4636,7.61,-0.451,K2/3 III,124.093,221.709,-321.102
295072,407.415,8.84,0.79,B9V,120.7596,215.7998,323.782
295073,170.6226,8.74,2.58,K1/2 III,59.333,106.033,-119.786
295109,182.1043,8.48,2.178,F8,86.079,153.877,45.544
295110,483.405,7.86,-0.562,A0,175.569,313.854,323.035
295138,203.0541,8.94,2.402,A2,62.902,112.477,156.918
295143,188.1255,8.68,2.308,A2 V,86.004,153.7925,-65.8954
295153,355.3756,7.54,-0.213,K1 III,134.092,239.806,-225.398
295161,37.8368,3.91,1.02,A1V,18.365,32.845,3.948
295167,197.0027,7.29,0.818,G5,76.658,137.107,118.892
295185,75.529,9,4.609,G5,34.917,62.457,24.177
295191,119.9014,9.18,3.786,G0 V,14.985,26.805,-115.902
295194,254.19,6.65,-0.376,K0,122.544,219.214,39.25
295197,235.5546,7.84,0.98,A0P,90.5025,161.9034,145.2
295203,178.0009,6.98,0.728,K0,17.756,31.766,174.241
295232,305.6279,7.61,0.184,K0,122.371,218.994,174.573
295254,180.645,7.92,1.636,G5,26.01,46.558,172.593
295270,18.5041,8.51,7.174,K1V...,7.367,13.189,10.686
295284,164.1844,7.63,1.553,K0 III,74.531,133.444,-59.954
295333,38.7734,10.36,7.417,K5,17.422,31.206,-15.035
295336,306.0376,8.21,0.781,K0 III,149.052,266.99,-12.615
295343,784.2105,9.97,0.498,A 3 V,318.056,569.773,434.955
295345,115.6336,7.15,1.835,A8/9 V,56.28,100.822,6.208
295387,534.4891,7.08,-1.56,K3 (III),260.04,466.02,29.723
295408,122.3259,6.97,1.532,F7NIV,39.225,70.307,92.097
295440,733.5907,8.16,-1.167,K3 III,351.281,629.844,-134.366
295445,313.8606,9,1.516,A0,101.84,182.613,234.072
295449,378.9945,6.47,-1.423,B3 V,173.298,310.757,-130.517
295465,202.8698,9.72,3.184,F0,95.884,171.968,48.882
295481,805.1414,9.02,-0.509,M3/4 III,303.052,543.583,-510.812
295512,212.9009,8.41,1.769,F0 III,63.09,113.195,-168.918
295527,127.4088,9.34,3.814,F7 V,41.699,74.825,-94.316
295532,228.8431,7.98,1.182,A0,59.503,106.777,193.461
295534,278.5959,7.24,0.015,M3/4 III,123.445,221.518,-115.355
295538,718.4456,8.03,-1.252,K3 III,250.981,450.396,-500.315
295579,102.5227,7.67,2.616,F5,7.309,13.12,101.417
295582,214.1322,8.82,2.167,F3 V,93.273,167.439,-95.483
295587,282.4735,7.9,0.645,A2,101.861,182.861,189.678
295608,693.9051,8.9,-0.307,M0,329.128,590.918,154.901
295619,421.9209,8.68,0.554,B8,89.211,160.185,379.999
295648,318.3119,6.57,-0.944,M2 III,139.357,250.285,-138.779
295669,311.9759,7.71,0.239,K0,23.146,41.577,308.325
295721,155.3471,7.01,1.053,K2 IIICNII,70.915,127.427,-53.536
295736,164.783,8.69,2.605,F8,72.651,130.557,69.5
295749,49.1241,8.2,4.744,G3/5 V,14.728,26.469,-38.674
295773,607.0871,9.74,0.824,A 0 V,242.26,435.47,346.742
295778,169.1562,9.71,3.569,F5,81.658,146.784,20.008
295779,663.4854,9.66,0.551,B8,198.027,355.965,523.724
295781,47.7289,10.12,6.726,K5,21.878,39.328,15.897
295791,138.8496,6.62,0.907,A4/5 IV,45.285,81.409,-102.961
295793,189.0218,8.78,2.397,F6 V,19.237,34.582,-184.833
295797,539.9722,8.76,0.098,K3 III,238.125,428.106,-227.139
295811,79.6757,7.51,3.003,F0 IV,23.344,41.974,-63.572
295857,381.9833,9.25,1.34,A5,184.675,332.203,38.049
295879,137.32,9.68,3.991,F5,61.434,110.53,53.532
295884,201.0821,7.22,0.703,K0,13.806,24.841,199.064
295885,112.8815,7.16,1.897,A5M,43.755,78.725,-68.044
295888,221.4284,5.32,-1.406,B3V,107.084,192.675,20.975
295899,72.6971,8.48,4.172,G5 V,25.1948,45.3375,-50.9373
295903,139.2566,7.64,1.921,A1MA2-A7,48.054,86.472,-98.009
295912,138.3981,9.32,3.614,G8/K0 V(W),57.589,103.636,-71.393
295920,462.7724,9.13,0.803,K4/5 (III),191.962,345.496,-240.71
295958,269.7725,8.91,1.755,A2IB,80.829,145.525,212.288
295960,237.3087,7.62,0.743,A 1 IV,90.833,163.541,146.011
296007,32.3848,8.18,5.628,K1V,13.722,24.716,15.798
296015,92.2653,7.82,2.995,F8V,26.777,48.235,73.954
296027,578.2189,10.26,1.45,K0,226.498,408.051,341.365
296034,324.6199,10.84,3.283,F2,157.376,283.545,14.6
296045,123.2528,7.65,2.196,A3 V,33.962,61.196,-101.454
296056,396.2255,8.3,0.31,K3 III,30.441,54.854,-391.228
296060,373.3581,10.38,2.519,A 3 V,150.279,270.811,208.504
296076,288.2565,8.05,0.751,B8VE+K0IV,123.339,222.292,135.887
296093,184.3414,9.37,3.042,F0 V,89.421,161.184,-2.315
296096,182.4054,10.71,4.405,F8,68.044,122.654,116.609
296121,35.1867,5.45,2.718,F2V,16.892,30.456,5.017
296145,150.6079,8.02,2.131,A2,68.152,122.907,54.147
296156,172.9437,7.84,1.65,A3/5(m),83.392,150.409,-18.233
296161,452.2308,8.58,0.303,K0,41.642,75.112,444.001
296165,152.4181,9.99,4.075,G0 V,59.704,107.692,-89.828
296166,138.3234,7.71,2.006,A3,48.254,87.039,96.068
296189,997.9668,8.84,-1.156,K3 III,221.237,399.176,-887.497
296224,231.7749,8,1.175,B8/9 V,112.084,202.276,15.525
296226,162.0524,8.86,2.812,F8 V,66.768,120.497,-85.344
296231,398.2948,7.28,-0.721,M1 III,192.419,347.265,-31.946
296315,89.2306,8.58,3.827,G0,34.238,61.841,54.457
296316,33.9854,7.13,4.474,G5,12.7,22.939,21.622
296317,198.6494,11.06,4.57,F8,95.971,173.349,14.186
296342,378.1946,9.31,1.421,A0,118.181,213.51,288.926
296348,142.8222,6.36,0.586,K2/3 III/IV,66.284,119.758,-40.776
296355,447.1764,9.02,0.768,G8 III,170.34,307.783,-276.081
296365,93.0943,7.94,3.095,F5 V,45.066,81.437,-1.909
296370,35.1169,5.36,2.632,F6 V,16.982,30.689,1.732
296377,59.5153,8.19,4.317,F8,21.2355,38.376,40.2291
296393,290.6371,8.2,0.883,F6IV-V,129.121,233.381,115.461
296413,693.4217,8.62,-0.585,M0,303.207,548.123,297.423
296425,124.4472,8.03,2.555,K3 IV/VCNII,31.064,56.165,-106.619
296427,229.4631,8.01,1.206,G5,107.2586,193.9311,59.4932
296451,522.0246,8.71,0.122,A2,184.626,333.902,356.275
296460,438.7676,8.68,0.469,K3 III/IV,206.135,372.828,-104.997
296511,181.1779,7.71,1.419,A0 V,82.62,149.508,-60.387
296533,1040.1874,9.09,-0.996,B9,470.643,851.796,367.327
296535,241.377,7.45,0.537,M1,113.963,206.259,52.274
296536,298.1253,8.56,1.188,M5/6 III/V,138.781,251.177,-80.799
296551,168.7335,8.05,1.914,A6/7 V,79.081,143.14,-41.57
296576,46.7167,9.53,6.183,G8 V,22.514,40.758,-3.791
296605,1050.6221,8.17,-1.937,B1VPNNE,303.33,549.259,842.681
296607,319.9755,5.46,-2.066,G0III+A4V,141.196,255.674,130.686
296625,100.2114,8.92,3.915,G5 V,42.9051,77.7049,-46.5128
296626,114.8622,5.62,0.319,K1 III,54.142,98.057,-25.432
296642,106.4226,7.51,2.375,A3,40.0872,72.6123,66.6798
296658,219.3737,9.69,2.984,A M,89.295,161.758,118.261
296669,4537.6403,8.71,-4.574,B3IA,1226.027,2221.157,3762.114
296677,286.6812,9.35,2.063,F0 V,120.552,218.417,-141.235
296705,50.6348,8.11,4.588,G2 V,24.073,43.628,-8.997
296713,268.761,7.89,0.743,K0,31.09,56.348,260.942
296718,642.7708,5,-4.04,F0II,159.202,288.55,551.859
296728,809.028,8.61,-0.93,M0 III,321.166,582.136,-460.973
296743,631.4884,8.92,-0.082,K1 II,171.451,310.824,-522.274
296754,316.4356,8.51,1.009,K0III,86.028,155.984,261.533
296763,292.0167,8,0.673,B9 V,140.201,254.227,-31.4
296773,168.9865,8,1.861,F5,61.489,111.512,111.089
296774,41.8143,8.32,5.213,K0 V,20.19,36.616,0.179
296776,318.8903,8.62,1.102,K0 III,85.769,155.552,-264.836
296788,115.0708,9.13,3.825,F8,44.04,79.879,70.15
296805,241.7001,8.72,1.804,F0 V,116.486,211.31,-14.08
296837,334.1026,7.97,0.351,A0,130.592,236.964,196.006
296867,518.6326,8.2,-0.374,G8 III,174.158,316.109,-372.457
296893,64.521,6.55,2.501,F2IV,17.825,32.362,52.895
296895,296.2782,9.14,1.782,F5,91.684,166.465,227.298
296900,203.9781,9.2,2.652,F2,94.29,171.201,58.368
296921,238.8585,9.19,2.299,A0,98.879,179.566,122.607
296942,265.5701,7.99,0.869,G5III,70.244,127.581,222.073
296946,136.2903,8.85,3.178,G5 V,49.396,89.72,-89.919
296952,110.8906,6.64,1.416,K 2 III,51.0011,92.6361,33.3777
296978,149.1984,6.12,0.251,K1 II,67.44,122.523,-51.962
296996,56.7556,4.36,0.59,K0III,25.3575,46.0754,21.3362
297012,271.0598,6.87,-0.295,B3V,110.118,200.134,145.924
297033,239.2725,8.18,1.286,F5IV,89.757,163.15,150.256
297057,257.2441,8.2,1.148,F3 IV/V,109.107,198.369,-122.148
297066,108.7285,9.86,4.678,F7/8 V,46.375,84.325,-50.601
297098,113.4901,8.92,3.645,F5,31.377,57.069,92.944
297135,250.8214,8.64,1.643,K1 III,111.4328,202.7393,-96.9069
297161,208.1291,9.4,2.808,F5 IV/V,52.853,96.177,-176.845
297203,132.9557,7.86,2.241,A8/9 V + (F),55.3145,100.6912,-66.9238
297214,144.7043,8.8,2.998,A9 V,69.425,126.386,12.086
297238,135.8807,7.07,1.404,A0 V,65.356,118.992,-5.754
297263,97.2195,8.5,3.561,F8/G0 V (+ A),42.233,76.909,-41.87
297296,60.6542,7.7,3.786,G2 V,23.78,43.314,-35.176
297307,256.1841,8.01,0.967,A0 V,120.678,219.825,-52.384
297312,142.8705,8.94,3.165,G0,64.246,117.035,50.866
297333,155.292,8,2.044,A0,59.602,108.598,93.646
297336,153.7269,10.72,4.786,F8,73.926,134.698,4.848
297349,1584.0653,7.74,-3.259,G0IA,396.368,722.293,1352.941
297375,569.8651,8.59,-0.189,K3 III,236.945,431.896,-286.477
297448,137.688,9.33,3.636,F7 V,49.261,89.846,-91.973
297462,550.4865,8.54,-0.164,K5 III,213.032,388.577,-326.59
297478,122.9977,8.27,2.821,F5 V,58.916,107.481,-10.261
297503,151.9761,8.58,2.671,F0 V,62.493,114.035,-78.659
297509,272.2509,8.23,1.055,K1 III,129.127,235.641,-43.82
297525,2294.5349,9.27,-2.533,B1V,789.342,1440.729,1601.914
297559,244.8703,8.45,1.505,G8 III,116.637,212.961,-31.702
297569,482.4158,7.82,-0.597,K3 III,215.668,393.805,-176.437
297584,195.0961,8.15,1.699,A2,91.188,166.535,44.871
297606,190.267,7.94,1.543,A2,80.963,147.889,88.179
297645,312.2468,9.2,1.728,F3 IV/V,138.884,253.762,-117.534
297660,63.8858,6.97,2.943,G5/6 IV,30.665,56.034,-1.128
297673,147.7854,9.07,3.222,F5 V,47.622,87.032,-109.536
297676,105.2151,8.26,3.15,F8,46.21,84.454,42.454
297677,571.3187,8.77,-0.014,K2/3 III,186.248,340.393,-419.344
297686,94.7575,7.13,2.247,F3/5 IV/V,45.478,83.125,-0.941
297760,289.2406,7.94,0.634,G5,128.6,235.21,108.621
297767,16.8144,5.9,4.772,G 5 V,7.478,13.678,6.301
297775,172.3179,7.66,1.478,G8/K0 III,51.598,94.389,-134.618
297836,246.3896,8.31,1.352,K0,108.606,198.785,96.939
297846,482.189,9.25,0.834,K0 III,192.604,352.559,-266.669
297856,366.7683,8.83,1.008,K2 III,147.775,270.53,-198.733
297857,252.201,9.39,2.381,F0,116.384,213.066,-68.285
297912,205.9587,7.61,1.041,K0,75.263,137.869,133.216
297940,176.1814,7.83,1.6,K0 III,83.657,153.294,-23.293
297949,168.4414,7.3,1.168,G9III-II,78.189,143.287,41.566
297951,146.4302,7.97,2.142,A3/4 V,36.67,67.203,-124.823
298002,214.1827,7.21,0.556,K5,87.452,160.327,111.901
298015,258.4361,7.57,0.508,A7 II/III,86.475,158.554,-184.856
298050,109.6244,6.64,1.44,F2,43.382,79.568,61.68
298064,604.9554,8.53,-0.379,K0,236.717,434.215,348.415
298066,66.5619,6.94,2.824,F6 V,27.295,50.068,-34.333
298067,399.1907,8.25,0.244,K5,127.349,233.602,297.6
298072,109.2505,8.29,3.098,F5,49.152,90.164,37.285
298077,194.4315,8.68,2.236,F 3 III,58.868,107.99,150.587
298086,44.1317,5.59,2.366,F0 IV/V,18.709,34.323,-20.481
298115,1273.6249,8.88,-1.645,K3 III,267.843,491.52,-1144.023
298116,322.5248,9.17,1.627,A0,135.757,249.133,153.378
298130,45.55,9.31,6.018,K2,20.734,38.054,14.029
298131,259.5596,8.03,0.959,K0 III,101.145,185.631,-150.605
298160,1286.0795,9.58,-0.966,K3 (III),537.285,986.295,-626.536
298163,254.5279,8.82,1.791,A2,85.156,156.323,181.923
298169,141.1289,9.16,3.412,F5 V,51.314,94.203,-91.707
298179,158.0185,6.72,0.726,G 8 III,74.429,136.644,27.54
298193,288.2682,9.31,2.011,F0,136.631,250.865,38.691
298199,216.7032,9.09,2.411,K0,56.257,103.296,182.004
298228,216.6378,9.08,2.401,A9 V,101.48,186.3536,-43.6625
298240,109.3086,8.41,3.217,F5,35.499,65.196,80.235
298266,255.7229,8.96,1.921,A4 V,35.177,64.612,-244.912
298274,185.0464,9.65,3.314,F5,35.453,65.122,169.542
298292,460.8113,10.84,2.522,A0,83.086,152.647,426.782
298306,109.9698,6.34,1.134,G8/K0 III,49.233,90.468,-38.535
298432,125.0655,8.16,2.674,F5,58.641,107.87,23.806
298442,91.5796,9.3,4.491,G3 V,39.087,71.909,-41.087
298452,190.0108,9.41,3.016,F3/5 V,90.733,166.933,-2.192
298461,368.2236,7.03,-0.801,M3/4 III,173.009,318.316,-65.813
298463,37.9488,10.06,7.164,M1,17.727,32.618,7.868
298467,435.616,8.12,-0.076,K2 III,170.2453,313.2596,-250.2927
298478,514.5271,8.73,0.173,G5 III,182.688,336.172,-344.022
298488,77.3823,8.15,3.707,G0,35.603,65.52,20.678
298511,84.667,6.27,1.631,A1 V,39.937,73.51,-13.035
298557,210.6134,7.91,1.293,A0,47.757,87.935,185.323
298572,234.9217,7.94,1.085,A0,19.876,36.607,231.199
298576,477.2672,8.16,-0.234,K1 III,220.241,405.657,-121.327
298580,141.0343,8.8,3.053,F6 V,67.065,123.53,11.542
298588,86.9476,8.89,4.194,G5 IV/V,32.238,59.388,-54.714
298600,113.2632,6.77,1.5,A2,36.899,67.985,82.735
298622,194.3682,7.45,1.007,F0 IV,31.903,58.789,-182.497
298624,182.974,5.88,-0.432,K2,31.73,58.471,170.452
298627,185.0741,9.25,2.913,A0 III,88.261,162.651,2.626
298629,356.2949,10.18,2.421,B8,64.253,118.41,329.843
298635,704.6308,10.21,0.97,A 2 V,278.009,512.358,395.86
298637,383.4298,9.01,1.092,G8/K0 III,145.081,267.378,-233.407
298638,80.638,8.42,3.887,F5,26.0854,48.0745,59.2522
298649,203.3211,8.35,1.809,A0,57.545,106.064,163.642
298655,54.5354,7.55,3.867,F8,23.3322,43.0058,24.0881
298720,444.19,8.77,0.532,K2,59.257,109.288,426.438
298723,1139.4282,6.76,-3.523,B0.5III,254.118,468.682,1007.005
298745,324.708,8.36,0.803,G8 IV,154.748,285.461,-0.119
298767,229.7337,7.87,1.064,K0 III(CNIII/IV),54.937,101.367,-198.706
298772,543.5527,9.26,0.584,G6 IV,170.24,314.127,-409.625
298781,251.9516,8.38,1.373,K0 III/IV,110.264,203.484,-99.577
298787,97.3738,7.76,2.818,F2,10.896,20.109,94.65
298790,36.1347,10,7.21,K5,14.446,26.659,19.655
298795,372.2765,8.32,0.466,K5,165.938,306.25,131.397
298822,64.3741,7.76,3.716,F8,30.3258,55.9799,9.5187
298872,47.2254,7.85,4.479,F 9 V,21.647,39.98,12.778
298877,287.062,7.63,0.34,K0 III,128.826,237.938,-95.886
298896,172.6959,10.08,3.894,F5 V,56.441,104.261,-125.57
298899,302.0315,8.97,1.57,G8 III/IV,81.964,151.422,-248.146
298905,207.2294,7.53,0.948,K1 III,97.725,180.547,-28.227
298959,697.5409,9.15,-0.068,K2,178.164,329.328,-588.527
298961,368.431,8.01,0.178,G8 III,66.505,122.935,-340.889
298964,632.1982,9.42,0.416,A0,145.648,269.235,553.149
298977,174.2019,9.29,3.085,F5 V,61.203,113.154,-117.46
298991,57.8834,7.3,3.487,F2,26.6691,49.315,14.3976
299037,597.4713,9.26,0.378,G8 III,213.377,394.73,-394.5
299039,69.2042,7.38,3.179,G 9 V,23.903,44.22,47.565
299134,117.4295,8.82,3.471,F6/7 V,41.232,76.343,-79.129
299148,189.5303,7.39,1.002,K0,39.8378,73.7702,169.978
299173,142.0125,8.93,3.168,F5 V,65.681,121.656,-32.455
299205,341.7073,9.32,1.652,G0,50.061,92.747,325.047
299210,490.8451,7.89,-0.565,K2,216.23,400.613,183.528
299227,25.8769,9.7,7.635,K7,11.485,21.281,-9.211
299230,191.6463,10.74,4.327,F8,90.985,168.593,5.144
299232,132.8742,4.25,-1.367,B9V,40.266,74.613,102.309
299234,492.9258,10.08,1.616,A0,221.314,410.107,-160.651
299239,757.9791,9.44,0.042,B8,163.019,302.101,675.79
299255,195.4911,10.01,3.554,F5,92.625,171.672,12.891
299260,123.9667,5.18,-0.287,A0P,52.165,96.685,57.433
299265,429.4575,7.78,-0.385,A3,86.148,159.677,389.25
299266,86.4612,6.31,1.626,K0III-IV,24.125,44.717,69.956
299275,206.7377,6.6,0.023,K3 III,93.328,172.994,-64.06
299285,72.9393,7.48,3.165,F2,32.712,60.641,23.931
299314,117.4839,9.57,4.22,F8,52.302,96.98,40.765
299316,142.2788,6.14,0.374,A 4 VM,27.984,51.89,129.49
299319,415.7092,7.05,-1.044,B3V,166.631,308.986,222.657
299331,350.6691,8.46,0.736,K0 III,100.215,185.844,-279.978
299357,408.452,9.51,1.454,K0,188.751,350.089,92.973
299373,454.6777,9.37,1.081,A0,87.931,163.116,415.202
299376,230.7219,7.99,1.175,A0,98.631,182.968,100.135
299379,57.0812,7.83,4.048,F6 V,27.073,50.224,1.677
299385,304.4593,8.6,1.182,K0 III,144.383,267.854,-10.171
299386,502.1115,8.48,-0.024,K0 III,235.63,437.144,-74.162
299429,303.3602,7.85,0.44,K0,127.617,236.835,140.18
299441,103.4022,8.44,3.367,G0,46.734,86.738,31.375
299444,69.5894,7.89,3.677,G2 V,5.314,9.862,-68.682
299451,139.9166,8.55,2.821,F7 V,56.931,105.672,-71.895
299453,132.3984,8.51,2.901,F8,62.487,115.986,13.119
299459,90.0746,8.13,3.357,G8 V,39.7,73.695,-33.264
299484,192.2826,9.21,2.79,F3 V,66.297,123.093,-132.006
299509,110.0315,8.9,3.692,F5 V,51.976,96.527,9.376
299512,719.1229,10.03,0.746,K0,142.885,265.366,652.918
299531,295.6151,8.67,1.316,B9,46.865,87.057,278.591
299571,106.4082,6.86,1.725,F3 IV/V,32.662,60.695,-81.068
299589,185.7793,7.57,1.225,K1II,76.022,141.291,93.656
299593,72.0398,9.2,4.912,G5 V,28.502,52.975,-39.636
299639,326.4664,9.05,1.481,K0 III,125.852,233.992,-189.708
299642,203.7827,7.94,1.394,K0,95.541,177.64,29.036
299671,379.9672,6.7,-1.199,B5P(V),150.149,279.237,209.421
299707,183.3135,6.65,0.334,A5MA5-F2,80.472,149.716,-68.653
299719,140.2114,9.52,3.786,F5,23.273,43.304,131.31
